RANK,NAME,POS,WEEK_1,WEEK_2,WEEK_3,WEEK_4,WEEK_5,WEEK_6,WEEK_7,WEEK_8,WEEK_9,WEEK_10,WEEK_11,WEEK_12,WEEK_13,WEEK_14,WEEK_15,WEEK_16,WEEK_17,AVG,TOTAL
238.0,Willie Snead IV,WR,16.4,4.9,2.4,4.0,0.0,4.2,0.0,15.6,7.7,23.4,5.3,0.0,0.0,5.9,0.0,4.4,0.0,7.2,94.2
239.0,Green Bay Packers,DST,5.0,12.0,3.0,5.0,0.0,-1.0,6.0,0.0,6.0,6.0,4.0,15.0,10.0,4.0,6.0,7.0,6.0,5.9,94.0
240.0,Kalen Ballage,RB,0.0,3.7,10.2,3.1,0.0,0.0,0.0,0.0,16.4,15.2,14.1,0.0,6.9,3.0,7.1,4.6,9.6,8.5,93.9
241.0,Gerald Everett,TE,1.7,0.0,5.4,6.2,13.0,5.7,12.8,8.2,0.0,4.7,6.7,3.6,10.4,1.9,4.8,3.3,4.5,5.8,92.9
242.0,Chicago Bears,DST,3.0,12.0,4.0,2.0,6.0,11.0,11.0,1.0,4.0,12.0,0.0,-4.0,3.0,17.0,5.0,6.0,-1.0,5.8,92.0
243.0,Damien Harris,RB,0.0,0.0,0.0,10.0,0.0,4.3,8.0,16.2,7.1,12.1,12.4,4.7,10.5,6.0,0.0,0.0,0.0,9.1,91.3
244.0,Christian McCaffrey,RB,28.5,24.8,0.0,0.0,0.0,0.0,0.0,0.0,37.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,90.4
245.0,KJ Hamler,WR,0.0,8.7,5.8,0.0,0.0,0.0,5.4,10.3,15.0,9.0,7.5,-0.8,4.9,22.6,1.4,0.3,0.0,6.9,90.1
246.0,Dan Bailey,K,4.0,3.0,7.0,7.0,11.0,1.0,0.0,4.0,4.0,8.0,4.0,10.0,8.0,0.0,9.0,3.0,7.0,5.6,90.0
246.0,San Francisco 49ers,DST,4.0,5.0,12.0,6.0,-2.0,5.0,17.0,-2.0,0.0,7.0,0.0,17.0,2.0,8.0,-2.0,11.0,2.0,5.6,90.0
248.0,Sammy Watkins,WR,21.5,2.1,13.2,6.3,10.4,0.0,0.0,0.0,0.0,0.0,0.0,7.8,7.5,7.2,10.0,2.4,0.0,8.8,88.4
249.0,Jakeem Grant Sr.,WR,5.5,1.2,5.8,6.6,0.4,8.8,0.0,8.5,7.5,14.3,3.5,3.5,6.2,6.2,0.0,9.3,0.0,6.2,87.3
250.0,Jalen Reagor,WR,6.5,8.1,0.0,0.0,0.0,0.0,0.0,13.2,0.0,8.7,9.2,4.1,11.5,8.5,8.9,6.0,2.5,7.9,87.2
251.0,Keke Coutee,WR,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.7,22.1,9.4,14.3,10.4,15.0,10.9,87.0
252.0,Alexander Mattison,RB,12.0,2.6,2.7,7.7,16.6,4.0,0.0,0.8,6.9,0.4,0.6,0.6,0.0,0.0,2.5,0.0,29.5,6.7,86.9
253.0,Odell Beckham Jr.,WR,5.2,17.4,9.9,38.4,11.4,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,86.8
254.0,Golden Tate,WR,0.0,9.7,8.6,6.0,8.2,2.1,10.9,11.8,0.0,6.4,0.0,7.6,7.0,4.9,3.3,0.0,0.0,7.2,86.5
255.0,Cam Sims,WR,0.0,0.0,0.0,3.7,0.0,9.2,3.2,0.0,14.0,9.4,4.0,0.0,14.2,2.3,7.6,9.3,9.3,5.4,86.2
256.0,Devontae Booker,RB,8.2,1.5,3.1,0.0,7.7,0.0,3.4,5.6,12.8,21.3,2.9,1.5,6.1,4.9,1.2,3.9,1.6,5.4,85.7
257.0,Carlos Hyde,RB,8.3,5.7,3.3,0.0,0.0,0.0,16.6,0.0,0.0,0.0,17.5,4.9,4.1,6.6,14.3,3.6,0.0,8.5,84.9
258.0,Duke Johnson Jr.,RB,1.4,0.0,0.0,7.5,2.9,2.1,9.2,0.0,15.3,5.4,6.5,17.0,9.2,7.9,0.0,0.0,0.0,7.7,84.4
259.0,Henry Ruggs III,WR,9.6,1.4,0.0,0.0,19.8,0.0,6.5,2.9,1.0,6.1,2.7,8.4,15.4,4.8,0.0,0.7,4.8,6.5,84.1
260.0,Michael Thomas,WR,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,4.7,19.4,9.1,19.5,16.4,0.0,0.0,0.0,12.0,83.9
261.0,Jordan Akins,TE,11.9,12.5,4.8,7.6,0.0,0.0,0.0,0.0,3.9,1.5,13.3,0.4,3.0,5.0,10.0,7.9,1.9,6.4,83.7
262.0,Anthony Firkser,TE,2.5,8.5,0.0,0.0,4.9,25.3,2.7,5.6,4.9,1.5,7.3,0.0,10.1,1.5,3.0,2.1,3.8,5.2,83.7
263.0,Trey Burton,TE,0.0,0.0,0.0,3.6,8.3,21.9,0.0,10.1,1.6,5.4,10.5,13.2,2.1,0.0,1.8,4.8,0.0,6.4,83.3
264.0,Tyler Eifert,TE,1.8,12.6,3.1,4.2,4.6,0.0,0.0,0.0,8.8,3.5,5.2,10.6,10.5,4.2,8.1,3.7,2.0,5.5,82.9
265.0,Kyle Juszczyk,RB,5.8,2.6,1.7,2.3,7.1,1.8,10.6,4.1,1.4,0.5,0.0,5.2,8.1,9.8,3.9,15.3,1.4,5.1,81.6
266.0,Joshua Kelley,RB,12.0,13.3,5.2,4.3,4.8,0.0,10.3,3.5,10.9,2.1,2.2,9.5,2.3,0.0,0.8,0.0,0.0,5.8,81.2
267.0,Deebo Samuel,WR,0.0,0.0,0.0,7.5,4.2,18.0,12.2,0.0,0.0,0.0,0.0,24.3,13.6,0.9,0.0,0.0,0.0,11.5,80.7
268.0,Mo Alie-Cox,TE,4.0,16.1,14.0,8.3,0.0,0.0,0.0,6.7,7.3,4.9,1.6,3.9,5.3,1.9,3.4,3.0,0.0,5.4,80.4
269.0,Alex Smith,QB,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,14.0,16.0,9.3,9.1,15.8,1.3,0.0,0.0,12.5,9.9,79.6
270.0,Tyron Johnson,WR,0.0,0.0,0.0,12.3,0.7,0.0,1.0,0.0,6.0,0.0,6.4,8.3,1.1,17.5,15.1,5.6,5.5,6.6,79.5
271.0,Drew Sample,TE,1.7,11.5,1.1,7.7,4.2,0.0,10.2,0.0,0.0,1.9,4.9,6.0,11.9,5.1,1.4,7.8,3.5,4.9,78.9
272.0,Dallas Cowboys,DST,4.0,-3.0,0.0,-2.0,9.0,-3.0,2.0,13.0,2.0,0.0,5.0,1.0,1.0,18.0,15.0,10.0,6.0,4.9,78.0
273.0,Zach Ertz,TE,10.8,9.2,14.0,6.9,1.6,7.3,0.0,0.0,0.0,0.0,0.0,0.0,5.1,2.8,8.9,6.3,4.6,7.0,77.5
274.0,Denver Broncos,DST,4.0,5.0,3.0,6.0,0.0,14.0,2.0,5.0,3.0,-4.0,12.0,4.0,1.0,10.0,-1.0,3.0,10.0,4.8,77.0
275.0,Darren Fells,TE,3.9,10.3,0.0,4.1,13.7,20.5,0.0,0.0,4.6,2.5,4.9,0.0,0.0,2.5,0.0,9.2,0.0,4.8,76.2
276.0,Los Angeles Chargers,DST,11.0,3.0,4.0,4.0,3.0,0.0,7.0,3.0,2.0,1.0,8.0,9.0,-3.0,9.0,3.0,7.0,5.0,4.8,76.0
277.0,Sony Michel,RB,9.7,1.9,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,2.2,9.2,6.9,22.6,8.4,75.3
278.0,Dwayne Haskins,QB,12.8,11.7,12.2,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,16.6,2.2,0.0,10.7,75.2
279.0,Jake Elliott,K,5.0,7.0,14.0,5.0,3.0,0.0,4.0,1.0,0.0,4.0,6.0,4.0,6.0,7.0,2.0,5.0,2.0,4.7,75.0
280.0,Benny Snell Jr.,RB,11.3,-0.9,1.1,0.0,1.9,9.1,6.2,0.0,0.1,1.2,7.5,12.3,3.0,1.4,19.7,0.0,1.0,4.7,74.9
281.0,Preston Williams,WR,6.1,5.6,8.7,4.5,20.6,9.8,0.0,3.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,74.8
282.0,Le'Veon Bell,RB,6.6,0.0,0.0,0.0,7.7,0.0,3.9,6.8,1.3,0.0,10.6,5.2,7.5,5.5,14.6,4.9,0.0,6.8,74.6
283.0,N'Keal Harry,WR,6.9,15.2,5.6,11.1,0.0,0.0,1.6,0.0,0.0,0.0,9.1,-0.2,9.5,7.9,2.2,1.3,3.7,5.3,73.9
284.0,Chris Herndon IV,TE,7.7,1.5,5.1,2.1,4.4,0.0,0.0,-0.7,0.0,0.0,11.2,0.0,0.0,1.9,7.8,13.4,19.3,4.6,73.7
285.0,Jordan Reed,TE,3.2,24.0,4.3,0.0,0.0,0.0,0.0,0.0,1.3,11.2,0.0,3.8,12.2,3.3,9.8,0.0,0.0,7.3,73.1
286.0,Atlanta Falcons,DST,-1.0,3.0,5.0,0.0,0.0,7.0,2.0,6.0,3.0,0.0,5.0,28.0,4.0,4.0,2.0,5.0,-1.0,4.5,72.0
287.0,Kerryon Johnson,RB,1.4,9.2,4.0,2.2,0.0,3.0,0.0,9.5,9.5,0.3,5.8,11.8,3.1,8.3,0.0,3.7,0.0,4.5,71.8
288.0,Richard Rodgers,TE,0.0,0.0,3.5,6.5,2.8,6.1,14.5,0.0,0.0,10.0,12.8,14.3,0.0,0.0,0.0,0.0,0.0,5.0,70.5
289.0,Miles Boykin,WR,6.7,7.8,1.8,4.8,0.0,2.1,0.0,10.0,2.1,0.0,0.0,0.0,10.8,2.5,7.4,2.3,11.3,4.4,69.6
290.0,Cordarrelle Patterson,RB,4.1,5.3,1.3,1.5,7.5,1.9,4.2,2.5,8.0,12.9,0.0,0.8,13.3,2.6,1.7,0.0,1.8,4.3,69.4
291.0,Jimmy Garoppolo,QB,19.3,13.2,0.0,0.0,1.1,23.5,9.5,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,69.3
292.0,Salvon Ahmed,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,16.0,12.4,0.0,0.0,0.0,21.7,1.3,13.8,11.5,69.0
293.0,Cameron Brate,TE,0.0,0.0,0.0,7.3,9.4,1.3,1.8,5.5,0.0,12.1,5.3,7.4,0.0,1.9,9.4,4.7,2.1,4.3,68.2
294.0,New York Jets,DST,7.0,4.0,0.0,8.0,2.0,6.0,5.0,-4.0,-1.0,0.0,8.0,9.0,5.0,-1.0,8.0,9.0,2.0,4.2,67.0
295.0,Quintez Cephus,WR,7.3,8.4,0.0,0.0,0.0,0.0,0.0,0.0,5.1,2.0,1.9,4.7,14.3,3.6,4.6,1.9,13.1,5.1,66.9
296.0,Dawson Knox,TE,4.6,2.6,0.0,3.6,2.5,0.0,0.0,0.0,0.0,3.6,0.0,7.2,12.7,5.4,11.6,8.1,4.9,5.6,66.8
297.0,Tennessee Titans,DST,3.0,5.0,7.0,0.0,8.0,-2.0,6.0,-1.0,14.0,0.0,3.0,10.0,-2.0,8.0,6.0,-1.0,2.0,4.1,66.0
297.0,Matt Gay,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,8.0,6.0,10.0,12.0,10.0,9.4,66.0
297.0,Phillip Lindsay,RB,4.5,0.0,0.0,0.0,0.0,10.1,7.9,15.6,2.3,0.2,8.2,2.0,2.6,5.1,7.5,0.0,0.0,6.0,66.0
300.0,Jacob Hollister,TE,1.9,0.0,9.1,0.0,0.0,0.0,5.2,1.6,11.0,1.6,3.4,3.1,5.0,3.0,9.7,9.7,1.6,4.1,65.9
301.0,Kenny Golladay,WR,0.0,0.0,17.7,16.2,0.0,14.5,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,65.8
302.0,Samaje Perine,RB,0.0,0.0,0.0,0.0,0.0,0.0,1.6,10.4,0.0,6.5,3.1,1.2,0.7,6.1,1.4,29.6,5.1,4.1,65.7
303.0,Mike Glennon,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,14.1,2.4,0.0,14.4,16.6,13.1,65.6
304.0,Kyle Rudolph,TE,4.8,0.0,9.1,4.7,2.0,7.7,0.0,2.2,7.0,8.3,5.8,13.8,0.0,0.0,0.0,0.0,0.0,5.5,65.4
305.0,Justin Jackson,RB,0.4,0.0,0.0,4.1,14.4,0.0,10.5,17.2,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.4,13.4,7.3,65.3
306.0,Richie James Jr.,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4,3.6,0.0,3.9,0.0,6.3,7.6,0.0,9.6,5.9,64.4
307.0,Jack Doyle,TE,7.9,0.0,0.0,2.2,0.0,9.9,0.0,9.8,0.0,0.0,7.6,0.0,2.2,7.4,3.4,9.0,4.7,4.6,64.1
308.0,Ty Johnson,RB,0.0,0.0,0.0,0.0,0.0,4.2,0.0,3.1,0.0,0.0,5.7,1.4,19.7,1.6,17.5,1.3,8.8,4.9,63.3
309.0,DaeSean Hamilton,WR,2.8,1.5,0.0,1.9,0.0,0.0,4.6,18.2,3.2,11.3,0.0,0.0,0.0,2.3,0.0,12.7,3.8,3.9,62.3
310.0,Cole Kmet,TE,0.0,2.2,0.0,0.0,0.0,10.0,6.5,1.2,0.0,1.7,0.0,1.8,14.7,8.1,3.2,3.5,9.1,3.9,62.0
311.0,Harrison Bryant,TE,1.5,2.4,7.3,7.7,0.0,2.1,21.6,3.5,0.0,0.0,0.0,0.3,0.0,4.8,3.9,6.7,0.0,4.1,61.8
312.0,Jordan Wilkins,RB,0.0,4.0,5.5,4.1,0.1,-0.1,0.0,20.3,5.8,2.8,4.6,8.7,3.8,1.7,0.0,0.0,0.0,4.1,61.3
313.0,Will Dissly,TE,2.8,1.9,2.5,3.5,8.9,0.0,5.8,2.7,3.6,2.6,2.0,0.0,6.8,10.3,0.0,4.7,3.0,3.8,61.1
314.0,Denzel Mims,WR,0.0,0.0,0.0,0.0,0.0,0.0,8.2,6.2,10.2,0.0,10.1,10.7,8.0,0.0,4.8,0.0,2.5,6.7,60.7
315.0,Marvin Hall,WR,3.6,9.4,0.0,0.0,0.0,1.7,0.0,15.3,5.8,14.1,4.6,3.6,0.0,0.0,0.0,2.2,0.0,5.0,60.3
316.0,Minnesota Vikings,DST,-4.0,3.0,3.0,5.0,6.0,0.0,0.0,3.0,9.0,10.0,4.0,5.0,13.0,0.0,2.0,0.0,1.0,3.8,60.0
317.0,Collin Johnson,WR,2.4,0.0,1.3,0.0,12.0,0.0,2.3,0.0,1.9,0.0,0.0,19.6,12.6,5.3,1.8,0.0,0.0,4.2,59.2
318.0,Durham Smythe,TE,0.0,0.0,1.7,5.0,0.0,7.4,0.0,3.6,2.9,8.9,0.0,4.9,3.6,3.9,9.0,2.6,5.3,3.9,58.8
319.0,Donovan Peoples-Jones,WR,0.0,0.0,0.0,0.0,0.0,0.0,14.6,0.0,0.0,3.6,0.0,0.0,17.2,12.4,8.5,0.0,2.1,4.9,58.4
320.0,Adam Humphries,WR,10.7,15.8,8.1,0.0,0.0,18.4,2.9,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,8.3,57.8
321.0,Joe Flacco,QB,0.0,0.0,0.0,0.6,13.8,6.4,0.0,0.0,21.5,0.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,11.6,57.8
322.0,Steven Sims Jr.,WR,8.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,1.4,9.6,10.3,1.8,5.7,1.5,2.1,7.2,3.4,4.8,57.3
322.0,Ito Smith,RB,3.6,2.0,0.0,5.7,0.6,3.5,0.0,0.0,0.0,0.0,0.5,17.5,4.4,5.5,5.3,6.1,2.6,4.1,57.3
324.0,Dion Lewis,RB,0.1,15.6,2.0,3.8,2.1,2.0,0.3,8.8,4.1,3.7,0.0,2.7,0.6,5.4,3.8,1.5,0.7,3.6,57.2
325.0,DeeJay Dallas,RB,0.0,0.0,0.0,4.3,0.0,0.0,3.8,22.8,11.9,5.1,5.2,0.0,3.1,0.7,0.0,0.0,0.0,4.7,56.9
326.0,Julian Edelman,WR,13.0,25.9,4.2,6.5,0.0,4.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,56.2
327.0,Isaiah Ford,WR,3.3,14.6,3.4,8.8,4.3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,7.7,6.7,5.6,55.6
328.0,Sam Sloman,K,8.0,7.0,6.0,5.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.9,55.0
328.0,Peyton Barber,RB,14.9,0.1,0.6,0.5,0.0,2.0,3.4,0.0,0.0,2.4,2.8,5.7,8.3,5.8,6.5,1.0,1.0,3.4,55.0
330.0,Andy Isabella,WR,0.0,8.7,20.1,2.3,5.0,0.0,1.7,0.0,3.0,2.4,1.6,7.3,2.7,0.0,0.0,0.0,0.0,4.2,54.8
331.0,Darrel Williams,RB,5.0,2.2,2.7,0.2,4.9,11.1,0.0,3.6,1.3,0.0,5.2,0.0,5.3,0.0,0.5,11.3,1.2,3.4,54.5
332.0,James O'Shaughnessy,TE,1.0,8.0,5.9,3.6,5.0,0.0,6.2,0.0,1.9,0.0,0.0,3.7,8.1,3.4,1.6,3.8,2.0,3.6,54.2
333.0,Jacksonville Jaguars,DST,6.0,0.0,0.0,2.0,4.0,1.0,5.0,0.0,4.0,11.0,2.0,4.0,14.0,2.0,-1.0,-1.0,1.0,3.4,54.0
333.0,Sam Ficken,K,5.0,8.0,1.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,5.0,0.0,6.0,54.0
335.0,Greg Olsen,TE,12.4,0.0,11.1,8.5,3.0,0.0,3.8,0.0,3.3,5.3,4.0,0.0,0.0,0.0,0.0,2.5,0.0,4.9,53.9
336.0,Brandon Allen,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,9.4,13.9,0.0,23.1,0.1,10.7,53.7
337.0,Lynn Bowden Jr.,WR,0.0,0.9,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,15.4,10.6,3.6,13.0,5.4,53.6
338.0,Olamide Zaccheaus,WR,0.0,2.0,8.1,16.6,2.3,0.0,0.0,0.0,20.3,0.0,2.0,2.1,0.0,0.0,0.0,0.0,0.0,4.9,53.4
339.0,Devin Duvernay,WR,2.2,2.9,8.7,1.4,7.9,6.1,0.0,4.9,-0.1,7.5,1.5,5.0,1.2,0.0,0.0,1.7,2.2,3.3,53.1
340.0,Mark Ingram II,RB,2.9,15.7,3.0,10.7,5.7,2.0,0.0,0.0,0.0,4.9,0.2,0.0,3.9,0.0,0.0,0.0,3.9,4.8,52.9
341.0,La'Mical Perine,RB,0.0,1.7,4.3,1.5,0.0,5.6,13.6,5.3,5.8,0.0,9.3,0.0,0.0,0.0,0.0,5.4,0.0,5.3,52.5
342.0,David Njoku,TE,14.0,0.0,0.0,0.0,1.6,1.7,10.0,2.9,0.0,0.0,0.0,0.0,1.5,7.5,3.2,6.6,3.3,4.0,52.3
343.0,C.J. Beathard,QB,0.0,0.0,0.0,5.5,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,19.1,13.9,8.7,52.3
344.0,Cedrick Wilson Jr.,WR,0.0,0.0,27.7,6.4,10.6,3.0,0.0,-1.1,1.6,0.0,1.7,-0.1,0.0,0.0,0.5,0.0,1.3,3.2,51.6
345.0,Jalen Richard,RB,2.5,8.6,5.2,3.6,7.0,0.0,2.4,2.8,3.2,0.0,0.0,0.0,2.7,8.1,1.7,3.3,0.0,3.9,51.1
346.0,Chad Beebe,WR,0.0,0.0,1.7,0.0,2.1,3.3,0.0,2.6,0.0,3.6,0.0,17.3,3.0,0.0,4.1,0.0,12.4,3.6,50.1
347.0,Ross Dwelley,TE,0.0,1.5,8.9,0.0,0.0,0.0,0.0,8.6,8.2,3.2,0.0,1.3,4.9,4.0,4.8,0.0,4.1,3.1,49.5
348.0,Deonte Harty,WR,3.6,6.4,2.5,3.0,0.0,0.0,14.6,4.7,5.0,4.4,3.5,0.0,0.0,0.0,0.0,0.0,0.0,5.3,47.7
349.0,Van Jefferson,WR,4.1,8.4,0.0,0.0,0.0,1.8,2.4,4.3,0.0,2.5,7.7,0.0,6.7,0.0,0.0,0.0,9.0,2.9,46.9
350.0,Chad Hansen,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,12.6,13.5,1.8,3.6,9.3,46.6
351.0,Isaiah Wright,WR,0.0,0.0,7.0,6.9,1.3,6.6,0.0,0.0,4.0,11.9,1.7,0.0,1.5,1.9,3.5,0.0,0.0,3.3,46.3
351.0,Dontrelle Inman,WR,4.1,3.7,18.8,6.9,0.8,9.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,4.6,46.3
353.0,Kyle Allen,QB,0.0,0.0,0.0,0.0,9.7,17.0,16.9,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,46.0
354.0,Houston Texans,DST,0.0,4.0,1.0,2.0,9.0,4.0,-2.0,0.0,4.0,5.0,3.0,16.0,3.0,-1.0,1.0,-4.0,0.0,2.8,45.0
354.0,Cincinnati Bengals,DST,3.0,-2.0,7.0,5.0,3.0,4.0,-2.0,4.0,0.0,-4.0,5.0,9.0,3.0,2.0,8.0,2.0,-2.0,2.8,45.0
354.0,Adam Shaheen,TE,0.0,1.4,0.0,0.0,7.3,14.1,0.0,0.0,0.0,2.9,0.0,7.7,0.0,4.6,2.5,1.3,3.2,2.8,45.0
357.0,DeSean Jackson,WR,6.6,12.4,3.1,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,0.0,9.0,44.8
358.0,Tyler Conklin,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,1.5,2.0,9.0,14.7,7.1,7.0,2.8,44.4
359.0,Mohamed Sanu Sr.,WR,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,5.6,5.7,7.8,4.2,3.6,4.4,44.0
360.0,Jeremy McNichols,RB,0.0,0.7,1.5,0.0,4.1,8.2,0.2,4.9,1.0,4.4,1.2,2.0,10.7,1.9,1.5,1.6,0.0,2.7,43.9
360.0,Donald Parham Jr.,TE,0.0,0.0,0.0,8.9,0.0,0.0,9.2,0.0,0.0,2.3,0.0,0.0,4.1,0.0,0.0,6.7,12.7,3.4,43.9
362.0,Las Vegas Raiders,DST,0.0,2.0,3.0,0.0,4.0,0.0,-4.0,9.0,4.0,16.0,-2.0,-1.0,8.0,-4.0,0.0,3.0,5.0,2.7,43.0
363.0,Chris Thompson,RB,2.6,11.7,8.8,0.0,7.2,4.5,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,42.6
364.0,Marquez Callaway,WR,0.0,0.0,0.0,2.6,7.4,0.0,15.5,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,5.6,8.1,3.8,42.3
364.0,Pharaoh Brown,TE,0.0,0.0,0.0,0.0,1.4,4.8,0.0,0.0,0.0,10.1,4.2,0.0,0.0,0.0,2.1,3.9,15.8,3.3,42.3
366.0,Matt Breida,RB,2.2,4.9,0.4,7.8,6.9,4.2,0.0,1.3,0.0,0.0,0.4,5.3,0.0,0.0,8.6,0.0,0.0,3.5,42.0
367.0,Tyler Kroft,TE,0.0,0.0,18.4,2.2,0.0,1.7,10.4,2.1,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,41.9
368.0,Byron Pringle,WR,0.0,0.0,0.0,0.0,3.3,6.6,6.0,5.2,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,15.2,3.4,41.0
369.0,Tyler Johnson,WR,0.0,0.0,0.0,0.0,10.1,7.7,8.4,5.5,2.1,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.6,2.9,40.9
370.0,Freddie Swain,WR,2.7,9.1,2.3,5.2,3.4,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,10.2,1.3,0.0,0.0,2.6,40.9
371.0,Ian Thomas,TE,3.6,0.0,1.9,8.5,0.0,1.9,2.1,5.8,1.8,1.7,0.0,1.4,0.0,5.0,5.9,0.0,0.9,2.5,40.5
372.0,AJ Dillon,RB,1.4,1.7,0.0,0.3,0.0,3.1,1.1,4.7,0.0,0.0,0.0,0.0,0.0,0.0,1.8,25.9,0.3,3.7,40.3
373.0,Marcus Johnson,WR,0.0,0.0,0.0,3.7,8.3,15.8,0.0,5.9,3.4,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,3.6,39.5
374.0,Aldrick Rosas,K,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,2.0,5.0,2.0,6.5,39.0
375.0,Jesse James,TE,0.0,0.0,11.8,4.1,0.0,1.3,0.0,3.3,1.0,2.9,1.3,2.0,7.9,0.0,2.1,0.0,1.2,2.4,38.9
376.0,Marcedes Lewis,TE,0.0,1.4,8.8,0.0,0.0,0.0,1.9,0.0,7.1,0.0,1.8,9.6,4.6,1.6,0.0,0.0,1.9,2.6,38.7
377.0,Adam Trautman,TE,0.0,2.7,3.7,0.0,0.0,0.0,0.0,0.0,12.9,0.0,2.9,1.8,3.9,2.2,0.0,6.5,1.5,2.5,38.1
378.0,O.J. Howard,TE,13.6,2.1,7.9,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,37.6
379.0,Mack Hollins,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,1.1,1.9,3.9,1.7,11.6,3.8,6.2,-0.7,2.4,37.6
380.0,Nick Boyle,TE,2.3,2.1,7.5,1.9,1.2,12.3,0.0,0.0,8.6,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,37.3
381.0,Royce Freeman,RB,2.2,2.0,5.5,3.2,0.0,4.0,2.7,0.0,0.0,4.6,0.0,5.0,0.0,0.0,0.4,4.3,3.2,2.3,37.1
382.0,Josh Adams,RB,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,7.4,5.0,0.0,0.0,13.9,4.6,36.6
383.0,Zay Jones,WR,0.0,8.5,6.2,7.2,1.2,0.0,0.0,0.0,0.0,1.6,2.8,1.3,0.0,1.2,1.9,0.0,4.7,2.3,36.6
384.0,Rodney Smith,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.9,1.8,0.0,4.4,7.7,5.8,11.4,5.2,36.5
385.0,Bryan Edwards,WR,1.9,6.2,6.8,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.1,2.5,0.0,0.0,0.0,2.1,13.1,3.0,36.3
386.0,Devonta Freeman,RB,0.0,0.0,1.0,10.8,16.7,6.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,36.0
387.0,Detroit Lions,DST,1.0,-3.0,7.0,0.0,0.0,6.0,4.0,0.0,4.0,4.0,6.0,0.0,5.0,-1.0,-1.0,4.0,-1.0,2.2,35.0
