Rank,Name,Team,ByeWeek,Age,Position,PositionRank,AverageDraftPositionPPR
51,Tyler Lockett,SEA,6,30,WR,WR21,49.9
52,Zach Ertz,PHI,9,32,TE,TE4,50.6
53,Terry McLaurin,WAS,8,27,WR,WR22,50.8
54,Cam Akers,LAR,9,24,RB,RB26,52.8
55,Kareem Hunt,CLE,9,27,RB,RB27,53.1
56,Keenan Allen,LAC,6,31,WR,WR23,53.5
57,Dak Prescott,DAL,10,30,QB,QB3,54.7
58,Ronald Jones,TB,13,25,RB,RB28,56.5
59,T.Y. Hilton,IND,7,33,WR,WR24,57.5
60,Courtland Sutton,DEN,5,27,WR,WR25,58.1
61,David Montgomery,CHI,11,26,RB,RB29,59.7
62,Marquise Brown,BAL,7,26,WR,WR26,60
63,D'Andre Swift,DET,5,24,RB,RB30,61.4
64,Darren Waller,LV,6,30,TE,TE5,61.6
65,Russell Wilson,SEA,6,34,QB,QB4,62
66,Kyler Murray,ARI,8,25,QB,QB5,62.6
67,Stefon Diggs,BUF,11,29,WR,WR27,65
68,DeVante Parker,MIA,7,30,WR,WR28,66.7
69,J.K. Dobbins,BAL,7,24,RB,RB31,67
70,Deshaun Watson,HOU,8,27,QB,QB6,69.3
71,A.J. Green,CIN,9,35,WR,WR29,69.8
72,Rob Gronkowski,TB,13,34,TE,TE6,70.4
73,William Fuller V,HOU,8,29,WR,WR30,70.5
74,Michael Gallup,DAL,10,27,WR,WR31,72.2
75,James White,NE,5,31,RB,RB32,72.7
76,Marlon Mack,IND,7,27,RB,RB33,74.6
77,Evan Engram,NYG,11,28,TE,TE7,74.8
78,Julian Edelman,NE,5,37,WR,WR32,77.2
79,Tyler Boyd,CIN,9,28,WR,WR33,78.5
80,Antonio Gibson,WAS,8,25,RB,RB34,79
81,Hayden Hurst,ATL,10,29,TE,TE8,79.4
82,Jordan Howard,MIA,7,28,RB,RB35,80
83,Drew Brees,NO,6,44,QB,QB7,80.1
84,Brandin Cooks,HOU,8,29,WR,WR34,81.5
85,Zack Moss,BUF,11,25,RB,RB36,83.7
86,Phillip Lindsay,DEN,5,29,RB,RB37,83.8
87,Tarik Cohen,CHI,11,28,RB,RB38,84.6
88,Matt Ryan,ATL,10,38,QB,QB8,84.8
89,Jarvis Landry,CLE,9,30,WR,WR35,85.5
90,Tom Brady,TB,13,45,QB,QB9,88
91,Deebo Samuel,SF,11,27,WR,WR36,89.1
92,Diontae Johnson,PIT,4,27,WR,WR37,89.4
93,Tyler Higbee,LAR,9,30,TE,TE9,89.7
94,Matt Breida,MIA,7,28,RB,RB39,90.5
95,CeeDee Lamb,DAL,10,24,WR,WR38,93.2
96,Aaron Rodgers,GB,5,39,QB,QB10,94.3
97,Latavius Murray,NO,6,33,RB,RB40,94.9
98,Marvin Jones Jr.,DET,5,33,WR,WR39,95.1
99,Tevin Coleman,SF,11,30,RB,RB41,96.4
100,Alexander Mattison,MIN,7,25,RB,RB42,96.7
101,Kerryon Johnson,DET,5,26,RB,RB43,97.2
102,Hunter Henry,LAC,6,28,TE,TE10,98
103,Emmanuel Sanders,NO,6,36,WR,WR40,100
104,Damien Harris,NE,5,26,RB,RB44,101.1
104,Chase Edmonds,ARI,8,27,RB,RB45,101.1
106,Josh Allen,BUF,11,27,QB,QB11,101.5
107,Jamison Crowder,NYJ,10,30,WR,WR41,102.6
108,Henry Ruggs III,LV,6,24,WR,WR42,104.5
109,Mecole Hardman Jr.,KC,10,25,WR,WR43,106.1
110,San Francisco 49ers,SF,11,null,DST,DST1,106.3
111,Sony Michel,NE,5,28,RB,RB46,107.4
112,Carson Wentz,PHI,9,30,QB,QB12,107.9
113,Jalen Reagor,PHI,9,24,WR,WR44,109.5
114,Matthew Stafford,DET,5,35,QB,QB13,111.3
115,AJ Dillon,GB,5,25,RB,RB47,111.9
116,Jerry Jeudy,DEN,5,24,WR,WR45,112.3
117,Darius Slayton,NYG,11,26,WR,WR46,113.2
118,Darrell Henderson Jr.,LAR,9,25,RB,RB48,114.1
119,Jared Cook,NO,6,36,TE,TE11,115.2
120,Christian Kirk,ARI,8,26,WR,WR47,116.9
121,Adrian Peterson,DET,5,38,RB,RB49,118.4
122,Sterling Shepard,NYG,11,30,WR,WR48,118.9
123,Baltimore Ravens,BAL,7,null,DST,DST2,119.3
124,Tony Pollard,DAL,10,26,RB,RB50,119.4
125,Pittsburgh Steelers,PIT,4,null,DST,DST3,119.6
125,Noah Fant,DEN,5,25,TE,TE12,119.6
127,Boston Scott,PHI,9,28,RB,RB51,120.1
128,Cam Newton,NE,5,34,QB,QB14,120.7
129,Justin Jefferson,MIN,7,24,WR,WR49,121.5
130,Daniel Jones,NYG,11,26,QB,QB15,125.4
131,Buffalo Bills,BUF,11,null,DST,DST4,126.3
132,Bryce Love,WAS,8,26,RB,RB52,126.8
133,Anthony Miller,CHI,11,28,WR,WR50,126.9
134,DeSean Jackson,PHI,9,36,WR,WR51,127.1
135,Ben Roethlisberger,PIT,4,41,QB,QB16,129.5
136,Preston Williams,MIA,7,26,WR,WR52,130.9
137,Allen Lazard,GB,5,27,WR,WR53,131
137,Duke Johnson,HOU,8,29,RB,RB53,131
139,Ke'Shawn Vaughn,TB,13,26,RB,RB54,134.4
140,Ryquell Armstead,JAX,8,26,RB,RB55,135.3
141,Joe Burrow,CIN,9,26,QB,QB17,135.7
142,Brandon Aiyuk,SF,11,25,WR,WR54,135.9
143,Chicago Bears,CHI,11,null,DST,DST5,136.7
143,Austin Hooper,CLE,9,28,TE,TE13,136.7
145,Justin Jackson,LAC,6,27,RB,RB56,137.6
146,Nyheim Hines,IND,7,26,RB,RB57,139.9
147,New England Patriots,NE,5,null,DST,DST6,140.2
148,Sammy Watkins,KC,10,30,WR,WR55,140.5
149,T.J. Hockenson,DET,5,26,TE,TE14,143.1
150,Justin Tucker,BAL,7,33,K,K1,144.5
151,Baker Mayfield,CLE,9,28,QB,QB18,144.7
152,Golden Tate,NYG,11,34,WR,WR56,145.3
153,Mike Gesicki,MIA,7,27,TE,TE15,146.5
154,Jared Goff,LAR,9,28,QB,QB19,147.2
155,Harrison Butker,KC,10,28,K,K2,147.5
155,Los Angeles Chargers,LAC,6,null,DST,DST7,147.5
157,John Brown,BUF,11,33,WR,WR57,149.1
158,Chris Thompson,JAX,8,32,RB,RB58,149.6
159,Michael Pittman Jr.,IND,7,25,WR,WR58,151.7
160,Darrel Williams,KC,10,28,RB,RB59,152.3
160,Jerick McKinnon,SF,11,31,RB,RB60,152.3
162,Benny Snell Jr.,PIT,4,25,RB,RB61,152.9
163,Breshad Perriman,NYJ,10,29,WR,WR59,153
164,Jonnu Smith,TEN,4,27,TE,TE16,153.6
165,Jack Doyle,IND,7,33,TE,TE17,153.7
166,Chris Herndon,NYJ,10,27,TE,TE18,153.9
167,Tampa Bay Buccaneers,TB,13,null,DST,DST8,154.2
168,Blake Jarwin,DAL,10,29,TE,TE19,154.4
169,Joshua Kelley,LAC,6,25,RB,RB62,154.5
170,Wil Lutz,NO,6,29,K,K3,155.7
171,LeSean McCoy,TB,13,35,RB,RB63,156
172,Greg Zuerlein,DAL,10,35,K,K4,156.1
173,Ryan Tannehill,TEN,4,35,QB,QB20,156.4
174,Carlos Hyde,SEA,6,32,RB,RB64,156.5
175,Jimmy Garoppolo,SF,11,31,QB,QB21,157.2
176,Parris Campbell,IND,7,26,WR,WR60,158.4
177,N'Keal Harry,NE,5,25,WR,WR61,159
178,Gardner Minshew,JAX,8,27,QB,QB22,159.2
179,Philip Rivers,IND,7,41,QB,QB23,159.6
180,Seattle Seahawks,SEA,6,null,DST,DST9,160.3
181,Dallas Cowboys,DAL,10,null,DST,DST10,161
182,DeAndre Washington,KC,10,30,RB,RB65,161.4
183,Mike Williams,LAC,6,28,WR,WR62,161.9
184,Robbie Gould,SF,11,40,K,K5,162.3
185,Drew Lock,DEN,5,26,QB,QB24,162.4
186,Larry Fitzgerald,ARI,8,39,WR,WR63,162.8
187,Miami Dolphins,MIA,7,null,DST,DST11,163
188,Minnesota Vikings,MIN,7,null,DST,DST12,163.1
189,New Orleans Saints,NO,6,null,DST,DST13,163.6
190,Curtis Samuel,CAR,13,26,WR,WR64,163.9
190,Robbie Chosen,CAR,13,30,WR,WR65,163.9
192,Bryan Edwards,LV,6,24,WR,WR66,164.2
193,Denver Broncos,DEN,5,null,DST,DST14,166
193,Matt Gay,TB,13,29,K,K6,166
195,Kansas City Chiefs,KC,10,null,DST,DST15,167.1
196,Tennessee Titans,TEN,4,null,DST,DST16,167.2
197,Green Bay Packers,GB,5,null,DST,DST17,167.5
198,Cincinnati Bengals,CIN,9,null,DST,DST18,167.6
199,Zane Gonzalez,ARI,8,28,K,K7,167.8
200,Matt Prater,DET,5,38,K,K8,167.9
201,Los Angeles Rams,LAR,9,null,DST,DST19,168.1
202,Cleveland Browns,CLE,9,null,DST,DST20,168.7
203,Younghoe Koo,ATL,10,28,K,K9,168.8
204,Philadelphia Eagles,PHI,9,null,DST,DST21,169.1
205,Jacksonville Jaguars,JAX,8,null,DST,DST22,169.5
206,Houston Texans,HOU,8,null,DST,DST23,170.2
207,Indianapolis Colts,IND,7,null,DST,DST24,170.3
208,Chris Boswell,PIT,4,32,K,K10,170.4
209,Carolina Panthers,CAR,13,null,DST,DST25,170.8
210,Ka'imi Fairbairn,HOU,8,29,K,K11,172.5
211,Jake Elliott,PHI,9,28,K,K12,173.1
212,Brandon McManus,DEN,5,32,K,K13,173.8
213,Dan Bailey,MIN,7,35,K,K14,173.9
214,Dede Westbrook,JAX,8,29,WR,WR67,175
215,Washington Commanders,WAS,8,null,DST,DST26,175.2
216,Hunter Renfrow,LV,6,27,WR,WR68,176
217,Cole Beasley,BUF,11,34,WR,WR69,177
218,Tyrell Williams,LV,6,31,WR,WR70,178
219,James Washington,PIT,4,27,WR,WR71,179
220,Randall Cobb,HOU,8,32,WR,WR72,180
221,Danny Amendola,DET,5,37,WR,WR73,181
222,Corey Davis,TEN,4,28,WR,WR74,182
223,Chris Conley,JAX,8,30,WR,WR75,183
224,Josh Reynolds,LAR,9,28,WR,WR76,184
225,Denzel Mims,NYJ,10,25,WR,WR77,185
226,Steven Sims,WAS,8,26,WR,WR78,186
227,Darrynton Evans,TEN,4,25,RB,RB66,187
228,Russell Gage,ATL,10,27,WR,WR79,188
229,Jalen Richard,LV,6,29,RB,RB67,189
230,Adam Humphries,TEN,4,30,WR,WR80,190
231,Marquez Valdes-Scantling,GB,5,28,WR,WR81,191
232,Alshon Jeffery,PHI,9,33,WR,WR82,192
233,Jamaal Williams,GB,5,28,RB,RB68,193
234,Trent Taylor,SF,11,29,WR,WR83,194
235,Devine Ozigbo,JAX,8,26,RB,RB69,195
236,Tee Higgins,CIN,9,24,WR,WR84,196
237,Phillip Dorsett,SEA,6,30,WR,WR85,197
238,KJ Hamler,DEN,5,24,WR,WR86,198
239,Miles Boykin,BAL,7,26,WR,WR87,199
240,Jakeem Grant Sr.,MIA,7,30,WR,WR88,200
241,Frank Gore,NYJ,10,40,RB,RB70,201
242,John Ross,CIN,9,27,WR,WR89,202
243,Giovani Bernard,CIN,9,31,RB,RB71,203
244,Ted Ginn Jr.,CHI,11,38,WR,WR90,204
245,Damiere Byrd,NE,5,30,WR,WR91,205
246,Dontrelle Inman,WAS,8,34,WR,WR92,206
247,Antonio Gandy-Golden,WAS,8,25,TE,TE20,207
248,Rex Burkhead,NE,5,33,RB,RB72,208
249,Kirk Cousins,MIN,7,34,QB,QB25,209
250,Willie Snead IV,BAL,7,30,WR,WR93,210
251,Derek Carr,LV,6,32,QB,QB26,211
252,Kendrick Bourne,SF,11,27,WR,WR94,212
253,Tre'Quan Smith,NO,6,27,WR,WR95,213
254,Josh Gordon,SEA,6,32,WR,WR96,214
255,Sam Darnold,NYJ,10,26,QB,QB27,215
256,Laviska Shenault Jr.,JAX,8,24,WR,WR97,216
257,Chase Claypool,PIT,4,25,WR,WR98,217
258,Equanimeous St. Brown,GB,5,26,WR,WR99,218
259,Teddy Bridgewater,CAR,13,30,QB,QB28,219
260,Ito Smith,ATL,10,27,RB,RB73,220
261,Peyton Barber,WAS,8,29,RB,RB74,221
262,Greg Ward,PHI,9,28,WR,WR100,222
263,Anthony McFarland Jr.,PIT,4,25,RB,RB75,223
264,John Hightower,PHI,9,27,WR,WR101,224
265,Kalif Raymond,TEN,4,28,WR,WR102,225
266,Malcolm Brown,LAR,9,30,RB,RB76,226
267,Tim Patrick,DEN,5,29,WR,WR103,227
268,Isaiah Coulter,HOU,8,24,WR,WR104,228
269,Tua Tagovailoa,MIA,7,25,QB,QB29,229
270,Scott Miller,TB,13,26,WR,WR105,230
271,Tyrod Taylor,LAC,6,33,QB,QB30,231
272,Kenny Stills,HOU,8,31,WR,WR106,232
273,La'Mical Perine,NYJ,10,25,RB,RB77,233
274,Keelan Cole Sr.,JAX,8,30,WR,WR107,234
275,J.D. McKissic,WAS,8,29,RB,RB78,235
276,James Robinson,JAX,8,24,RB,RB79,236
277,Rashard Higgins,CLE,9,28,WR,WR108,237
278,Kyle Juszczyk,SF,11,32,FB,RB80,238
279,Mike Thomas,CIN,9,28,WR,WR109,239
280,Mike Davis,CAR,13,30,RB,RB81,240
281,Chris Rowland,ATL,10,25,WR,WR110,241
282,Dion Lewis,NYG,11,32,RB,RB82,242
283,Gunner Olszewski,NE,5,26,WR,WR111,243
284,Dwayne Haskins,WAS,8,26,QB,QB31,244
285,Ty Montgomery,NO,6,30,WR,WR112,245
286,Demarcus Robinson,KC,10,28,WR,WR113,246
287,Royce Freeman,DEN,5,27,RB,RB83,247
288,Darnell Mooney,CHI,11,25,WR,WR114,248
289,Chris Hogan,NYJ,10,35,WR,WR115,249
290,Jalen Guyton,LAC,6,26,WR,WR116,250
291,David Moore,SEA,6,28,WR,WR117,251
292,Gus Edwards,BAL,7,28,RB,RB84,252
293,Eno Benjamin,ARI,8,24,RB,RB85,253
294,Nick Foles,CHI,11,34,QB,QB32,254
295,Emanuel Hall,WAS,8,26,WR,WR118,255
296,Jake Kumerow,BUF,11,31,WR,WR119,256
297,Brian Hill,ATL,10,27,RB,RB86,257
298,Seth Roberts,CAR,13,32,WR,WR120,258
299,Keke Coutee,HOU,8,26,WR,WR121,259
300,Darwin Thompson,KC,10,26,RB,RB87,260
301,DeeJay Dallas,SEA,6,24,RB,RB88,261
302,Bisi Johnson,MIN,7,26,WR,WR122,262
303,Patrick Laird,MIA,7,27,RB,RB89,263
304,Quez Watkins,PHI,9,25,WR,WR123,264
305,Rashaad Penny,SEA,6,27,RB,RB90,265
306,J.J. Arcega-Whiteside,PHI,9,26,WR,WR124,266
307,Tajae Sharpe,MIN,7,28,WR,WR125,267
308,Jaylen Samuels,PIT,4,27,RB,RB91,268
309,Reggie Bonnafon,CAR,13,27,RB,RB92,269
310,Dallas Goedert,PHI,9,28,TE,TE21,270
311,Damion Ratley,NYG,11,28,WR,WR126,271
312,DaeSean Hamilton,DEN,5,28,WR,WR127,272
313,Jason Huntley,PHI,9,25,RB,RB93,273
314,Javon Wims,CHI,11,28,WR,WR128,274
315,Devin Duvernay,BAL,7,25,WR,WR129,275
316,Cedrick Wilson Jr.,DAL,10,27,WR,WR130,276
317,Jakobi Meyers,NE,5,26,WR,WR131,277
318,Van Jefferson,LAR,9,27,WR,WR132,278
319,Lynn Bowden Jr.,MIA,7,25,WR,WR133,279
320,Trey Quinn,JAX,8,27,WR,WR134,280
321,Mike Boone,MIN,7,28,RB,RB94,281
322,Olamide Zaccheaus,ATL,10,26,WR,WR135,282
323,Justice Hill,BAL,7,25,RB,RB95,283
324,Marvin Hall,DET,5,30,WR,WR136,284
325,Rod Smith,NYG,11,31,RB,RB96,285
326,Ty Johnson,DET,5,25,RB,RB97,286
327,Cordarrelle Patterson,CHI,11,32,RB,RB98,287
328,Donovan Peoples-Jones,CLE,9,24,WR,WR137,288
329,Corey Clement,PHI,9,28,RB,RB99,289
330,Mack Hollins,MIA,7,29,WR,WR138,290
331,Andy Janovich,CLE,9,30,FB,RB100,291
332,Joe Reed,LAC,6,25,WR,WR139,292
333,Sewo Olonilua,DAL,10,25,FB,RB101,293
334,Bennie Fowler,NO,6,32,WR,WR140,294
335,James Proche II,BAL,7,26,WR,WR141,295
336,Devontae Booker,LV,6,31,RB,RB102,296
337,Salvon Ahmed,MIA,7,24,RB,RB103,297
338,Eric Ebron,PIT,4,30,TE,TE22,298
339,Andy Isabella,ARI,8,26,WR,WR142,299
340,Zach Pascal,IND,7,28,WR,WR143,300
341,KeeSean Johnson,ARI,8,26,WR,WR144,301
342,Ryan Nall,CHI,11,27,RB,RB104,302
343,Mitch Trubisky,CHI,11,28,QB,QB33,303
344,Myles Gaskin,MIA,7,26,RB,RB105,304
345,Greg Olsen,SEA,6,38,TE,TE23,305
346,Jimmy Graham,CHI,11,36,TE,TE24,306
347,C.J. Ham,MIN,7,30,FB,RB106,307
348,Irv Smith Jr.,MIN,7,24,TE,TE25,308
349,Alex Erickson,CIN,9,30,WR,WR145,309
350,Quintez Cephus,DET,5,25,WR,WR146,310
351,Jace Sternberger,GB,5,27,TE,TE26,311
352,Dante Pettis,SF,11,27,WR,WR147,312
353,David Sills V,NYG,11,27,WR,WR148,313
354,Bo Scarbrough,DET,5,26,RB,RB107,314
355,Ian Thomas,CAR,13,27,TE,TE27,315
356,Gerald Everett,LAR,9,29,TE,TE28,316
357,Isaiah Ford,MIA,7,27,WR,WR149,317
358,T.J. Yeldon,BUF,11,29,RB,RB108,318
359,Nelson Agholor,LV,6,30,WR,WR150,319
360,Zay Jones,LV,6,28,WR,WR151,320
361,Taysom Hill,NO,6,32,TE,TE29,321
362,Chandler Cox,MIA,7,27,FB,RB109,322
363,Dare Ogunbowale,JAX,8,29,RB,RB110,323
364,Robert Foster,GB,5,29,WR,WR152,324
365,Jordan Wilkins,IND,7,29,RB,RB111,325
366,Noah Brown,DAL,10,27,WR,WR153,326
367,Duke Williams,BUF,11,30,WR,WR154,327
368,Qadree Ollison,ATL,10,26,RB,RB112,328
369,Dawson Knox,BUF,11,26,TE,TE30,329
370,Richie James,SF,11,27,WR,WR155,330
371,Travis Homer,SEA,6,24,RB,RB113,331
372,Freddie Swain,SEA,6,24,WR,WR156,332
373,Kyle Rudolph,MIN,7,33,TE,TE31,333
374,Braxton Berrios,NYJ,10,27,WR,WR157,334
375,Devin Asiasi,NE,5,25,TE,TE32,335
376,Isaiah McKenzie,BUF,11,28,WR,WR158,336
377,Dezmon Patmon,IND,7,24,WR,WR159,337
378,Darren Fells,HOU,8,37,TE,TE33,338
379,Donte Moncrief,NYJ,10,29,WR,WR160,339
380,K.J. Osborn,MIN,7,26,WR,WR161,340
381,Jeff Wilson Jr.,SF,11,27,RB,RB114,341
382,JaMycal Hasty,SF,11,26,RB,RB115,342
383,Tyler Eifert,JAX,8,32,TE,TE34,343
384,Justin Herbert,LAC,6,25,QB,QB34,344
385,Travis Benjamin,SF,11,33,WR,WR162,345
386,Vyncint Smith,NYJ,10,27,WR,WR163,346
387,Cody Hollister,TEN,4,29,WR,WR164,347
388,Deonte Harty,NO,6,25,WR,WR165,348
389,Ameer Abdullah,MIN,7,30,RB,RB116,349
390,Darrius Shepherd,GB,5,27,WR,WR166,350
391,Deon Cain,PIT,4,26,WR,WR167,351
392,John Ursua,SEA,6,29,WR,WR168,352
393,Nick Boyle,BAL,7,30,LS,LS1,353
394,Wayne Gallman,NYG,11,28,RB,RB117,354
395,Josh Malone,NYJ,10,27,WR,WR169,355
396,Cole Kmet,CHI,11,24,TE,TE35,356
397,Trey Burton,IND,7,31,TE,TE36,357
398,Cody Core,NYG,11,29,WR,WR170,358
399,Pharoh Cooper,CAR,13,28,WR,WR171,359
400,Thaddeus Moss,WAS,8,25,TE,TE37,360
401,Logan Thomas,WAS,8,32,TE,TE38,361
402,Jason Moore Jr.,LAC,6,28,WR,WR172,362
403,Dontrell Hilliard,CLE,9,28,RB,RB118,363
404,KhaDarel Hodge,CLE,9,28,WR,WR173,364
405,Collin Johnson,JAX,8,25,WR,WR174,365
406,Tyrie Cleveland,DEN,5,25,WR,WR175,366
407,C.J. Uzomah,CIN,9,30,TE,TE39,367
408,Dan Arnold,ARI,8,28,TE,TE40,368
409,Dalton Keene,NE,5,24,TE,TE41,369
410,Isaiah Hodgins,BUF,11,24,WR,WR176,370
411,Tyler Ervin,GB,5,29,RB,RB119,371
412,Jason Witten,LV,6,41,TE,TE42,372
413,Malik Turner,DAL,10,27,WR,WR177,373
414,Tyler Johnson,TB,13,24,WR,WR178,374
415,Auden Tate,CIN,9,26,WR,WR179,375
416,Marcell Ateman,LV,6,28,WR,WR180,376
417,David Njoku,CLE,9,27,TE,TE43,377
418,Ryan Fitzpatrick,MIA,7,40,QB,QB35,378
419,James O'Shaughnessy,JAX,8,31,TE,TE44,379
420,Chad Beebe,MIN,7,29,WR,WR181,380
421,Byron Pringle,KC,10,29,WR,WR182,381
422,DeAndre Carter,HOU,8,30,WR,WR183,382
423,Jordan Reed,SF,11,33,TE,TE45,383
424,Jeremy Sprinkle,WAS,8,28,TE,TE46,384
425,Alec Ingold,LV,6,27,FB,RB120,385
426,Andre Roberts,BUF,11,35,WR,WR184,386
427,Cameron Brate,TB,13,32,TE,TE47,387
428,Riley Ridley,CHI,11,27,WR,WR185,388
429,KJ Hill Jr.,LAC,6,25,WR,WR186,389
430,O.J. Howard,TB,13,28,TE,TE48,390
431,Jacob Hollister,SEA,6,29,TE,TE49,391
432,Trent Sherfield,ARI,8,27,WR,WR187,392
433,Vance McDonald,PIT,4,33,TE,TE50,393
434,D'Ernest Johnson,CLE,9,27,RB,RB121,394
435,Jarrett Stidham,NE,5,26,QB,QB36,395
436,Anthony Firkser,TEN,4,28,TE,TE51,396
437,Adam Shaheen,MIA,7,28,TE,TE52,397
438,C.J. Board,NYG,11,29,WR,WR188,398
439,Andrew Beck,DEN,5,27,FB,RB122,399
440,Trayveon Williams,CIN,9,25,RB,RB123,400
441,Marcus Mariota,LV,6,29,QB,QB37,401
442,Robert Tonyan,GB,5,29,TE,TE53,402
443,Jordan Akins,HOU,8,31,TE,TE54,403
444,Wendell Smallwood,PIT,4,29,RB,RB124,404
445,Khari Blasingame,TEN,4,27,FB,RB125,405
446,Trenton Cannon,CAR,13,29,RB,RB126,406
447,Jameis Winston,NO,6,29,QB,QB38,407
448,Elijhaa Penny,NYG,11,29,RB,RB127,408
449,Alex Armah,CAR,13,29,RB,RB128,409
450,Brandon Zylstra,CAR,13,30,WR,WR189,410
451,Harrison Bryant,CLE,9,25,TE,TE55,411
452,Mike Warren II,PHI,9,24,RB,RB129,412
453,Josiah Deguara,GB,5,26,TE,TE56,413
454,Patrick Ricard,BAL,7,29,FB,RB130,414
455,J.J. Taylor,NE,5,25,RB,RB131,415
456,Ray-Ray McCloud III,PIT,4,26,WR,WR190,416
457,Dalton Schultz,DAL,10,27,TE,TE57,417
458,Keith Smith,ATL,10,31,FB,RB132,418
459,Elijah McGuire,DAL,10,29,RB,RB133,419
460,Artavis Pierce,CHI,11,27,RB,RB134,420
461,Daurice Fountain,IND,7,27,WR,WR191,421
462,Brandon Powell,ATL,10,27,WR,WR192,422
463,Jauan Jennings,SF,11,26,WR,WR193,423
464,Jalen Hurts,PHI,9,24,QB,QB39,424
465,Nick O'Leary,LV,6,30,TE,TE58,425
466,Amara Darboh,PIT,4,29,WR,WR194,426
467,Buddy Howell,HOU,8,27,RB,RB135,427
468,Levine Toilolo,NYG,11,32,TE,TE59,428
469,Jamize Olawale,DAL,10,34,FB,RB136,429
470,Will Dissly,SEA,6,27,TE,TE60,430
471,Chris Moore,BAL,7,30,WR,WR195,431
472,Adam Trautman,NO,6,26,TE,TE61,432
473,Kevin White,SF,11,30,WR,WR196,433
474,Chad Hansen,HOU,8,28,WR,WR197,434
475,Jeff Smith,NYJ,10,26,WR,WR198,435
476,Kerrith Whyte Jr.,DET,5,26,RB,RB137,436
477,Nick Vannett,DEN,5,30,TE,TE62,437
478,Theo Riddick,LV,6,32,RB,RB138,438
479,Maxx Williams,ARI,8,29,TE,TE63,439
480,Jesper Horsted,CHI,11,26,TE,TE64,440
481,Nsimba Webster,LAR,9,27,WR,WR199,441
482,Luke Stocker,ATL,10,35,TE,TE65,442
483,Diontae Spencer,DEN,5,31,WR,WR200,443
484,MyCole Pruitt,TEN,4,31,TE,TE66,444
485,Daniel Carlson,LV,6,28,K,K15,445
486,Derek Watt,PIT,4,30,FB,RB139,446
487,Drew Sample,CIN,9,27,TE,TE67,447
488,Mo Alie-Cox,IND,7,29,TE,TE68,448
489,Brycen Hopkins,LAR,9,26,TE,TE69,449
490,Alexander Hollins,MIN,7,26,WR,WR201,450
491,Jason Myers,SEA,6,32,K,K16,451
492,Josh Adams,NYJ,10,26,RB,RB140,452
